0,0
0,0.125
0.125,7.654e-18
1.5308e-17,-0.125
-0.125,-2.2962e-17
0,0.25
0.17678,0.17678
0.25,1.5308e-17
0.17678,-0.17678
3.0616e-17,-0.25
-0.17678,-0.17678
-0.25,-4.5924e-17
-0.17678,0.17678
0,0.375
0.1875,0.32476
0.32476,0.1875
0.375,2.2962e-17
0.32476,-0.1875
0.1875,-0.32476
4.5924e-17,-0.375
-0.1875,-0.32476
-0.32476,-0.1875
-0.375,-6.8886e-17
-0.32476,0.1875
-0.1875,0.32476
0,0.5
0.19134,0.46194
0.35355,0.35355
0.46194,0.19134
0.5,3.0616e-17
0.46194,-0.19134
0.35355,-0.35355
0.19134,-0.46194
6.1232e-17,-0.5
-0.19134,-0.46194
-0.35355,-0.35355
-0.46194,-0.19134
-0.5,-9.1849e-17
-0.46194,0.19134
-0.35355,0.35355
-0.19134,0.46194
0,0.625
0.19314,0.59441
0.36737,0.50564
0.50564,0.36737
0.59441,0.19314
0.625,3.827e-17
0.59441,-0.19314
0.50564,-0.36737
0.36737,-0.50564
0.19314,-0.59441
7.654e-17,-0.625
-0.19314,-0.59441
-0.36737,-0.50564
-0.50564,-0.36737
-0.59441,-0.19314
-0.625,-1.1481e-16
-0.59441,0.19314
-0.50564,0.36737
-0.36737,0.50564
-0.19314,0.59441
0,0.75
0.19411,0.72444
0.375,0.64952
0.53033,0.53033
0.64952,0.375
0.72444,0.19411
0.75,4.5924e-17
0.72444,-0.19411
0.64952,-0.375
0.53033,-0.53033
0.375,-0.64952
0.19411,-0.72444
9.1849e-17,-0.75
-0.19411,-0.72444
-0.375,-0.64952
-0.53033,-0.53033
-0.64952,-0.375
-0.72444,-0.19411
-0.75,-1.3777e-16
-0.72444,0.19411
-0.64952,0.375
-0.53033,0.53033
-0.375,0.64952
-0.19411,0.72444
0,0.875
0.19471,0.85306
0.37965,0.78835
0.54555,0.6841
0.6841,0.54555
0.78835,0.37965
0.85306,0.19471
0.875,5.3578e-17
0.85306,-0.19471
0.78835,-0.37965
0.6841,-0.54555
0.54555,-0.6841
0.37965,-0.78835
0.19471,-0.85306
1.0716e-16,-0.875
-0.19471,-0.85306
-0.37965,-0.78835
-0.54555,-0.6841
-0.6841,-0.54555
-0.78835,-0.37965
-0.85306,-0.19471
-0.875,-1.6073e-16
-0.85306,0.19471
-0.78835,0.37965
-0.6841,0.54555
-0.54555,0.6841
-0.37965,0.78835
-0.19471,0.85306
0,1
0.19509,0.98079
0.38268,0.92388
0.55557,0.83147
0.70711,0.70711
0.83147,0.55557
0.92388,0.38268
0.98079,0.19509
1,6.1232e-17
0.98079,-0.19509
0.92388,-0.38268
0.83147,-0.55557
0.70711,-0.70711
0.55557,-0.83147
0.38268,-0.92388
0.19509,-0.98079
1.2246e-16,-1
-0.19509,-0.98079
-0.38268,-0.92388
-0.55557,-0.83147
-0.70711,-0.70711
-0.83147,-0.55557
-0.92388,-0.38268
-0.98079,-0.19509
-1,-1.837e-16
-0.98079,0.19509
-0.92388,0.38268
-0.83147,0.55557
-0.70711,0.70711
-0.55557,0.83147
-0.38268,0.92388
-0.19509,0.98079
