0,0
0,0.083333
0.083333,5.1027e-18
1.0205e-17,-0.083333
-0.083333,-1.5308e-17
0,0.16667
0.11785,0.11785
0.16667,1.0205e-17
0.11785,-0.11785
2.0411e-17,-0.16667
-0.11785,-0.11785
-0.16667,-3.0616e-17
-0.11785,0.11785
0,0.25
0.125,0.21651
0.21651,0.125
0.25,1.5308e-17
0.21651,-0.125
0.125,-0.21651
3.0616e-17,-0.25
-0.125,-0.21651
-0.21651,-0.125
-0.25,-4.5924e-17
-0.21651,0.125
-0.125,0.21651
0,0.33333
0.12756,0.30796
0.2357,0.2357
0.30796,0.12756
0.33333,2.0411e-17
0.30796,-0.12756
0.2357,-0.2357
0.12756,-0.30796
4.0822e-17,-0.33333
-0.12756,-0.30796
-0.2357,-0.2357
-0.30796,-0.12756
-0.33333,-6.1232e-17
-0.30796,0.12756
-0.2357,0.2357
-0.12756,0.30796
0,0.41667
0.12876,0.39627
0.24491,0.33709
0.33709,0.24491
0.39627,0.12876
0.41667,2.5513e-17
0.39627,-0.12876
0.33709,-0.24491
0.24491,-0.33709
0.12876,-0.39627
5.1027e-17,-0.41667
-0.12876,-0.39627
-0.24491,-0.33709
-0.33709,-0.24491
-0.39627,-0.12876
-0.41667,-7.654e-17
-0.39627,0.12876
-0.33709,0.24491
-0.24491,0.33709
-0.12876,0.39627
0,0.5
0.12941,0.48296
0.25,0.43301
0.35355,0.35355
0.43301,0.25
0.48296,0.12941
0.5,3.0616e-17
0.48296,-0.12941
0.43301,-0.25
0.35355,-0.35355
0.25,-0.43301
0.12941,-0.48296
6.1232e-17,-0.5
-0.12941,-0.48296
-0.25,-0.43301
-0.35355,-0.35355
-0.43301,-0.25
-0.48296,-0.12941
-0.5,-9.1849e-17
-0.48296,0.12941
-0.43301,0.25
-0.35355,0.35355
-0.25,0.43301
-0.12941,0.48296
0,0.58333
0.1298,0.56871
0.2531,0.52557
0.3637,0.45607
0.45607,0.3637
0.52557,0.2531
0.56871,0.1298
0.58333,3.5719e-17
0.56871,-0.1298
0.52557,-0.2531
0.45607,-0.3637
0.3637,-0.45607
0.2531,-0.52557
0.1298,-0.56871
7.1438e-17,-0.58333
-0.1298,-0.56871
-0.2531,-0.52557
-0.3637,-0.45607
-0.45607,-0.3637
-0.52557,-0.2531
-0.56871,-0.1298
-0.58333,-1.0716e-16
-0.56871,0.1298
-0.52557,0.2531
-0.45607,0.3637
-0.3637,0.45607
-0.2531,0.52557
-0.1298,0.56871
0,0.66667
0.13006,0.65386
0.25512,0.61592
0.37038,0.55431
0.4714,0.4714
0.55431,0.37038
0.61592,0.25512
0.65386,0.13006
0.66667,4.0822e-17
0.65386,-0.13006
0.61592,-0.25512
0.55431,-0.37038
0.4714,-0.4714
0.37038,-0.55431
0.25512,-0.61592
0.13006,-0.65386
8.1643e-17,-0.66667
-0.13006,-0.65386
-0.25512,-0.61592
-0.37038,-0.55431
-0.4714,-0.4714
-0.55431,-0.37038
-0.61592,-0.25512
-0.65386,-0.13006
-0.66667,-1.2246e-16
-0.65386,0.13006
-0.61592,0.25512
-0.55431,0.37038
-0.4714,0.4714
-0.37038,0.55431
-0.25512,0.61592
-0.13006,0.65386
0,0.75
0.13024,0.73861
0.25652,0.70477
0.375,0.64952
0.48209,0.57453
0.57453,0.48209
0.64952,0.375
0.70477,0.25652
0.73861,0.13024
0.75,4.5924e-17
0.73861,-0.13024
0.70477,-0.25652
0.64952,-0.375
0.57453,-0.48209
0.48209,-0.57453
0.375,-0.64952
0.25652,-0.70477
0.13024,-0.73861
9.1849e-17,-0.75
-0.13024,-0.73861
-0.25652,-0.70477
-0.375,-0.64952
-0.48209,-0.57453
-0.57453,-0.48209
-0.64952,-0.375
-0.70477,-0.25652
-0.73861,-0.13024
-0.75,-1.3777e-16
-0.73861,0.13024
-0.70477,0.25652
-0.64952,0.375
-0.57453,0.48209
-0.48209,0.57453
-0.375,0.64952
-0.25652,0.70477
-0.13024,0.73861
0,0.83333
0.13036,0.82307
0.25751,0.79255
0.37833,0.74251
0.48982,0.67418
0.58926,0.58926
0.67418,0.48982
0.74251,0.37833
0.79255,0.25751
0.82307,0.13036
0.83333,5.1027e-17
0.82307,-0.13036
0.79255,-0.25751
0.74251,-0.37833
0.67418,-0.48982
0.58926,-0.58926
0.48982,-0.67418
0.37833,-0.74251
0.25751,-0.79255
0.13036,-0.82307
1.0205e-16,-0.83333
-0.13036,-0.82307
-0.25751,-0.79255
-0.37833,-0.74251
-0.48982,-0.67418
-0.58926,-0.58926
-0.67418,-0.48982
-0.74251,-0.37833
-0.79255,-0.25751
-0.82307,-0.13036
-0.83333,-1.5308e-16
-0.82307,0.13036
-0.79255,0.25751
-0.74251,0.37833
-0.67418,0.48982
-0.58926,0.58926
-0.48982,0.67418
-0.37833,0.74251
-0.25751,0.79255
-0.13036,0.82307
0,0.91667
0.13046,0.90734
0.25825,0.87954
0.3808,0.83383
0.49559,0.77115
0.60029,0.69277
0.69277,0.60029
0.77115,0.49559
0.83383,0.3808
0.87954,0.25825
0.90734,0.13046
0.91667,2.5967e-16
0.90734,-0.13046
0.87954,-0.25825
0.83383,-0.3808
0.77115,-0.49559
0.69277,-0.60029
0.60029,-0.69277
0.49559,-0.77115
0.3808,-0.83383
0.25825,-0.87954
0.13046,-0.90734
5.1934e-16,-0.91667
-0.13046,-0.90734
-0.25825,-0.87954
-0.3808,-0.83383
-0.49559,-0.77115
-0.60029,-0.69277
-0.69277,-0.60029
-0.77115,-0.49559
-0.83383,-0.3808
-0.87954,-0.25825
-0.90734,-0.13046
-0.91667,-1.6839e-16
-0.90734,0.13046
-0.87954,0.25825
-0.83383,0.3808
-0.77115,0.49559
-0.69277,0.60029
-0.60029,0.69277
-0.49559,0.77115
-0.3808,0.83383
-0.25825,0.87954
-0.13046,0.90734
0,1
0.13053,0.99144
0.25882,0.96593
0.38268,0.92388
0.5,0.86603
0.60876,0.79335
0.70711,0.70711
0.79335,0.60876
0.86603,0.5
0.92388,0.38268
0.96593,0.25882
0.99144,0.13053
1,6.1232e-17
0.99144,-0.13053
0.96593,-0.25882
0.92388,-0.38268
0.86603,-0.5
0.79335,-0.60876
0.70711,-0.70711
0.60876,-0.79335
0.5,-0.86603
0.38268,-0.92388
0.25882,-0.96593
0.13053,-0.99144
1.2246e-16,-1
-0.13053,-0.99144
-0.25882,-0.96593
-0.38268,-0.92388
-0.5,-0.86603
-0.60876,-0.79335
-0.70711,-0.70711
-0.79335,-0.60876
-0.86603,-0.5
-0.92388,-0.38268
-0.96593,-0.25882
-0.99144,-0.13053
-1,-1.837e-16
-0.99144,0.13053
-0.96593,0.25882
-0.92388,0.38268
-0.86603,0.5
-0.79335,0.60876
-0.70711,0.70711
-0.60876,0.79335
-0.5,0.86603
-0.38268,0.92388
-0.25882,0.96593
-0.13053,0.99144
